"id","name_raw","name","query","source","mb_recording_id","mb_recording_url","original_artist","first_release_year","score","confidence","note","candidates"
"62873120-f5d8-4f56-a3f9-fe8bc7b7674b","à¸”à¸µà¹ƒà¸ˆà¸£à¸¶à¹€à¸›à¸¥à¹ˆà¸²","ดีใจรึเปล่า","ดีใจรึเปล่า","MusicBrainz",,,"ไม่พบข้อมูล","ไม่พบข้อมูล",,"low","No recording matches","System.Object[]"
"95aabce0-7c76-4630-a612-c73c5b6895c3","à¸Šà¸µà¸§à¸´à¸•à¹€à¸¡à¸µà¸¢à¹€à¸Šà¹ˆà¸²","ชีวิตเมียเช่า","ชีวิตเมียเช่า","MusicBrainz",,,"ไม่พบข้อมูล","ไม่พบข้อมูล",,"low","No recording matches","System.Object[]"
"ac312f9b-0768-4e07-bb76-2c6dcb819dd6","Good times","Good times","Good times","MusicBrainz",,,"ไม่พบข้อมูล","ไม่พบข้อมูล",,"low","Error: System.ArgumentException: Argument types do not match | At D:\AI CURSER\Band Management By SoulCiety\lookup-original-metadata-mb.ps1:152 char:9 +         $reportItem.candidates = @($candidateResults) +         ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","System.Object[]"
"97cb99f9-020d-4c61-adfe-3d9a5ca3a98d","à¸£à¸±à¸à¹„à¸¡à¹ˆà¸Šà¹ˆà¸§à¸¢à¸­à¸°à¹„à¸£","รักไม่ช่วยอะไร","รักไม่ช่วยอะไร","MusicBrainz",,,"ไม่พบข้อมูล","ไม่พบข้อมูล",,"low","Error: System.ArgumentException: Argument types do not match | At D:\AI CURSER\Band Management By SoulCiety\lookup-original-metadata-mb.ps1:152 char:9 +         $reportItem.candidates = @($candidateResults) +         ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","System.Object[]"
"647acecf-a2b9-436f-b210-120c7b037f27","à¹€à¸¥à¹ˆà¸™à¸‚à¸­à¸‡à¸ªà¸¹à¸‡","เล่นของสูง","เล่นของสูง","MusicBrainz",,,"ไม่พบข้อมูล","ไม่พบข้อมูล",,"low","Error: System.ArgumentException: Argument types do not match | At D:\AI CURSER\Band Management By SoulCiety\lookup-original-metadata-mb.ps1:152 char:9 +         $reportItem.candidates = @($candidateResults) +         ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","System.Object[]"
